RoleId;UserId
4;34511
4;34549
4;34581
4;34582
4;34584
4;34608
4;34611
4;34662
4;34668
4;34677
4;34707
4;41012
4;41032
4;41042
4;41043
4;41076
4;41086
4;41096
4;41168
4;41170
4;41171
4;41187
4;41213
4;41236
4;41261
4;41262
4;41266
4;41279
4;41317
4;41318
4;41323
4;41339
4;41340
4;41343
4;41348
4;41353
4;41367
4;41369
4;41386
4;41420
4;41452
4;41455
4;41467
4;41470
4;41525
4;41526
4;41548
4;41556
4;41570
4;41583
4;41623
4;41633
4;41683
4;41686
4;6793
4;41739
4;41743
4;41756
4;41757
4;41760
4;41796
4;41798
4;41806
4;41879
4;41904
4;41906
4;41942
4;41943
4;42002
4;42011
4;42012
4;42038
4;42068
4;42087
4;42089
4;42144
4;42165
4;42171
4;42172
4;42201
4;42206
4;42220
4;42221
4;42256
4;42386
4;42387
4;42388
4;42417
4;42485
4;42487
4;42488
4;42497
4;42516
4;42531
4;42556
4;42612
4;42621
4;42636
4;42639
4;42664
4;42666
4;42829
4;42859
4;42877
4;42887
4;6418
4;42906
4;42907
4;42917
4;42930
4;42959
4;42960
4;42966
4;42974
4;43020
4;43640
4;43643
4;43658
4;43682
4;43683
4;43685
4;5854
4;43881
4;43893
4;43942
4;1236
4;10017
4;25299
4;12768
4;43955
4;43957
4;43958
4;43960
4;43963
4;43964
4;43968
4;44009
4;44011
4;44061
4;44087
4;44089
4;44090
4;44091
4;44102
4;44115
4;44116
4;44131
4;44132
4;44133
4;44139
4;44142
4;44143
4;44183
4;44185
4;44188
4;44194
4;44195
4;44196
4;44197
4;44200
4;44202
4;44203
4;44275
4;44320
4;44364
4;44368
4;44407
4;44450
4;44474
4;44508
4;44527
4;44539
4;44541
4;44555
4;44557
4;44566
4;44568
4;44571
4;44599
4;44612
4;44624
4;44664
4;44724
4;44725
4;44739
4;44740
4;44775
4;44813
4;44814
4;44819
4;44820
4;44829
4;44831
4;44872
4;44905
4;44919
4;44925
4;44982
4;45029
4;45041
4;45057
4;45060
4;45071
4;45112
4;45218
4;45219
4;45232
4;45258
4;45271
4;45309
4;45375
4;45376
4;45379
4;45380
4;45435
4;45439
4;45500
4;45502
4;45507
4;45519
4;45561
4;8174
4;45600
4;45603
4;45607
4;45616
4;45686
4;6054
4;15438
4;45744
4;45748
4;45773
4;45847
4;45856
4;45860
4;45889
4;45898
4;45929
4;45931
4;45981
4;45982
4;45984
4;45985
4;46007
4;46089
4;46175
4;46177
4;46178
4;46185
4;46211
4;46224
4;46225
4;46228
4;46293
4;46296
4;46298
4;46301
4;46302
4;46304
4;46305
4;46316
4;46319
4;46397
4;46415
4;46446
4;46452
4;46457
4;46482
4;46487
4;46489
4;46491
4;46494
4;46495
4;46496
4;46515
4;46519
4;46560
4;46585
4;46586
4;46590
4;46628
4;46629
4;46637
4;46638
4;46639
4;95
4;129
4;1878
4;1891
4;2028
4;2541
4;2543
4;2551
4;2555
4;2556
4;2558
4;2559
4;4044
4;4047
4;4094
4;5735
4;5849
4;5850
4;5851
4;5853
4;5865
4;5866
4;6019
4;6430
4;6432
4;6545
4;6666
4;6667
4;6801
4;7630
4;7631
4;7991
4;8064
4;8207
4;8212
4;8251
4;24829
4;12702
4;12703
4;12708
4;24490
4;24505
4;24535
4;24540
4;12973
4;13058
4;13124
4;13308
4;13736
4;14392
4;22817
4;45121
4;30909
4;30911
4;33123
4;29523
4;46680
4;46681
4;46683
4;46737
4;46739
4;46766
4;46773
4;46791
4;46795
4;46821
4;46912
4;46933
4;46948
4;46977
4;46979
4;46980
4;46981
4;46983
4;46984
4;46989
4;46990
4;46991
4;46992
4;46994
4;46996
4;46997
4;46998
4;47000
4;47001
4;47002
4;47003
4;47004
4;47006
4;47014
4;47015
4;47046
4;47047
4;47049
4;47065
4;47083
4;47132
4;47136
4;47137
4;47142
4;47147
4;47148
4;47150
4;47178
4;47182
4;47185
4;47201
4;47204
4;47206
4;47207
4;47209
4;47210
4;47213
4;47224
4;47228
4;47232
4;47240
4;47269
4;47273
4;47280
4;47281
4;47282
4;47286
4;47291
4;47341
4;47342
4;47349
4;47350
4;47351
4;47352
4;47375
4;47378
4;47467
4;47468
4;47469
4;47472
4;47476
4;47483
4;47494
4;47502
4;47503
4;47505
4;47574
4;47583
4;47587
4;47588
4;47597
4;47599
4;47615
4;47646
4;47651
4;47660
4;47667
4;47668
4;47797
4;47798
4;47800
4;47812
4;47816
4;47820
4;47886
4;47898
4;47955
4;47961
4;47962
4;47984
4;47992
4;48022
4;48037
4;48049
4;48120
4;48122
4;48124
4;48131
4;48134
4;48147
4;48151
4;48156
4;48179
4;48182
4;48185
4;48164
4;48211
4;48212
4;48228
4;48234
4;48261
4;48262
4;48324
4;48332
4;48370
4;48373
4;48379
4;48489
4;48490
4;48496
4;48504
4;48519
4;48556
4;48561
4;48571
4;48577
4;48578
4;48583
4;48589
4;48773
4;48779
4;48781
4;48782
4;48801
4;48903
4;48931
4;48939
4;48940
4;48943
4;48944
4;49008
4;49009
4;49017
4;49033
4;49038
4;49039
4;49041
4;49049
4;13371
4;49059
4;49062
4;49067
4;49070
4;49071
4;49076
4;49097
4;49107
4;49108
4;49109
4;49117
4;49119
4;49120
4;49121
4;49122
4;49123
4;49126
4;49128
4;49129
4;49136
4;49137
4;49138
4;49141
4;49144
4;49147
4;49148
4;49161
4;49162
4;49178
4;49180
4;49185
4;49186
4;49187
4;49189
4;49192
4;49193
4;49196
4;49197
4;49198
4;49241
4;49245
4;49249
4;49267
4;49271
4;49272
4;49300
4;49302
4;49437
4;49443
4;49453
4;49458
4;49528
4;49529
4;49530
4;49531
4;49533
4;49534
4;49541
4;49558
4;49561
4;49578
4;49580
4;49606
4;49670
4;49673
4;49682
4;49714
4;49728
4;49733
4;49776
4;49784
4;49808
4;49810
4;49825
4;49827
4;49836
4;49865
4;49894
4;49907
4;49908
4;49909
4;49923
4;49944
4;49961
4;49985
4;49996
4;49997
4;50000
4;50002
4;50016
4;50017
4;50089
4;50244
4;50247
4;50248
4;50249
4;50279
4;50329
4;50357
4;50358
4;50360
4;50364
4;50368
4;50370
4;50371
4;50373
4;50374
4;50398
4;50408
4;50411
4;50412
4;50418
4;50420
4;50422
4;50427
4;50429
4;50439
4;50452
4;50453
4;50478
4;50484
4;50487
4;50490
4;50515
4;50516
4;50576
4;50579
4;50582
4;50583
4;50665
4;50691
4;50693
4;50714
4;50722
4;50763
4;50764
4;50804
4;50830
4;50850
4;50858
4;50986
4;50991
4;50994
4;50996
4;50997
4;50998
4;50999
4;51001
4;51012
4;51016
4;51018
4;51021
4;51035
4;51041
4;51052
4;51053
4;51054
4;51067
4;51068
4;51069
4;51071
4;51079
4;51080
4;51098
4;51099
4;51100
4;51102
4;51111
4;51112
4;51113
4;51117
4;51124
4;51163
4;51198
4;51203
4;51227
4;51228
4;51240
4;51243
4;51248
4;51251
4;51270
4;51284
4;51287
4;51289
4;51290
4;51292
4;51294
4;51295
4;51340
4;51343
4;51344
4;51345
4;51350
4;51351
4;51354
4;51355
4;51370
4;51374
4;51376
4;51426
4;51430
4;51505
4;51512
4;51518
4;51573
4;51628
4;51629
4;51642
4;51698
4;51756
4;51816
4;51819
4;51870
4;51871
4;51875
4;51877
4;51878
4;51879
4;51880
4;51883
4;51892
4;51894
4;51895
4;51899
4;51900
4;51901
4;51904
4;51908
4;51914
4;51917
4;51920
4;51922
4;51998
4;52005
4;52029
4;52034
4;52046
4;52093
4;52095
4;52098
4;52101
4;52123
4;52125
4;52162
4;52168
4;52175
4;52197
4;52201
4;52238
4;52244
4;52253
4;52260
4;52282
4;52382
4;52384
4;52404
4;52405
4;52439
4;52442
4;52443
4;52444
4;52451
4;52496
4;52498
4;52500
4;52606
4;52607
4;52612
4;52616
4;52625
4;52629
4;52633
4;52638
4;52639
4;52641
4;52653
4;52675
4;52693
4;52715
4;52716
4;52721
4;52722
4;52730
4;52741
4;52770
4;52780
4;52781
4;52783
4;52845
4;52848
4;52869
4;52870
4;52891
4;52892
4;52906
4;52951
4;52964
4;53028
4;53040
4;53103
4;53105
4;53116
4;53120
4;53123
4;53149
4;53152
4;53167
4;53247
4;53253
4;53261
4;53280
4;53287
4;53447
4;53455
4;53478
4;53483
4;53496
4;53504
4;53529
4;53548
4;53550
4;53563
4;53584
4;53585
4;53586
4;53587
4;53593
4;53615
4;53619
4;53621
4;53624
4;53653
4;53667
4;53718
4;53742
4;53760
4;53797
4;53824
4;53826
4;53843
4;53844
4;53872
4;53876
4;53879
4;53889
4;53922
4;53953
4;53956
4;53960
4;53961
4;53973
4;53975
4;54009
4;54011
4;54012
4;54013
4;54030
4;54033
4;54036
4;54052
4;54073
4;54085
4;54118
4;54122
4;54131
4;54133
4;54174
4;54191
4;54210
4;54211
4;54224
4;54229
4;54271
4;54297
4;54301
4;54359
4;54364
4;54382
4;54391
4;54396
4;54399
4;54402
4;54403
4;54407
4;54416
4;54419
4;54422
4;54428
4;54442
4;54444
4;54445
4;54497
4;54990
4;55000
4;55001
4;55002
4;55003
4;55004
4;55021
4;55032
4;55054
4;55055
4;55078
4;55079
4;55095
4;55096
4;55110
4;55111
4;55117
4;55119
4;55120
4;55152
4;55154
4;55159
4;55160
4;55161
4;55163
4;55192
4;55277
4;55279
4;55283
4;55289
4;55291
4;55305
4;55317
4;55415
4;55416
4;55418
4;55420
4;55433
4;55457
4;55464
4;55470
4;55494
4;55504
4;55509
4;55510
4;55652
4;55661
4;55662
4;55666
4;55817
4;55819
4;55826
4;55834
4;55835
4;55923
4;55928
4;55930
4;55932
4;55937
4;55939
4;55942
4;55990
4;55991
4;55994
4;55996
4;55997
4;55998
4;56000
4;56002
4;56006
4;56008
4;56011
4;56012
4;56020
4;56026
4;56028
4;56096
4;56109
4;56113
4;56147
4;56148
4;56159
4;56160
4;56191
4;56192
4;56213
4;56226
4;56245
4;56266
4;56274
4;56314
4;56333
4;56336
4;56338
4;56350
4;56363
4;56431
4;56433
4;56438
4;56443
4;56469
4;56485
4;56514
4;56521
4;56528
4;56552
4;56617
4;56618
4;56621
4;56683
4;56686
4;56712
4;56713
4;56719
4;56720
4;56722
4;56725
4;56761
4;56778
4;56785
4;56789
4;56790
4;56792
4;56793
4;56819
4;56822
4;56823
4;56824
4;56825
4;56827
4;56830
4;56831
4;56838
4;56841
4;56842
4;56868
4;56877
4;56884
4;56886
4;56889
4;56890
4;56949
4;56951
4;56953
4;56954
4;56956
4;56958
4;56962
4;56970
4;56971
4;56981
4;57102
4;57103
4;57111
4;57116
4;57117
4;57125
4;57131
4;57132
4;57247
4;57250
4;57251
4;57306
4;57308
4;57310
4;57311
4;57336
4;57340
4;57346
4;57372
4;57429
4;57431
4;57646
4;57653
4;57689
4;57692
4;57695
4;57698
4;57700
4;57707
4;57710
4;57713
4;57727
4;57795
4;57797
4;57801
4;57808
4;57845
4;57864
4;57881
4;57898
4;57899
4;57901
4;57907
4;57918
4;57924
4;57951
4;57968
4;57971
4;57973
4;57976
4;57977
4;57978
4;57980
4;58078
4;58082
4;58083
4;58084
4;58085
4;58086
4;58087
4;58088
4;58089
4;58109
4;58117
4;58119
4;58162
4;58212
4;58213
4;58214
4;58245
4;58249
4;58250
4;58251
4;58275
4;58277
4;58283
4;58287
4;58299
4;58302
4;58305
4;58306
4;58317
4;58319
4;58321
4;58334
4;58335
4;58348
4;58353
4;58357
4;58358
4;58360
4;58418
4;58424
4;58429
4;58431
4;58439
4;58440
4;58444
4;58445
4;58454
4;58457
4;58478
4;58479
4;58484
4;58491
4;58494
4;58498
4;58503
4;58504
4;58507
4;58508
4;58510
4;58543
4;58544
4;58545
4;58606
4;58613
4;58614
4;58623
4;58627
4;58631
4;58635
4;58637
4;58679
4;58717
4;58719
4;58720
4;58723
4;58725
4;58727
4;58769
4;58770
4;58842
4;58843
4;58848
4;58897
4;53172
4;57952
4;59076
4;59111
4;59112
4;59147
4;59151
4;59158
4;59166
4;59171
4;59261
4;59269
4;59272
4;59273
4;59278
4;59334
4;59337
4;59339
4;59341
4;59344
4;59377
4;59379
4;59350
4;59412
4;59459
4;59460
4;59542
4;59598
4;59602
4;59679
4;59688
4;59714
4;59716
4;59757
4;59797
4;59812
4;59813
4;59826
4;59828
4;59831
4;59832
4;59836
4;59876
4;59898
4;59910
4;59926
4;59933
4;59954
4;59955
4;59958
4;59961
4;59965
4;59966
4;59972
4;59991
4;60003
4;60008
4;60009
4;60010
4;60011
4;60013
4;60015
4;60023
4;60027
4;60029
4;60031
4;60036
4;60040
4;60041
4;60062
4;60067
4;60084
4;60088
4;60102
4;60109
4;60110
4;60115
4;60127
4;60128
4;60151
4;60152
4;60187
4;60213
4;60250
4;60251
4;60252
4;60264
4;60276
4;60286
4;60291
4;60349
4;60357
4;60359
4;60361
4;60363
4;60402
4;60403
4;60405
4;60406
4;60408
4;60410
4;60411
4;60415
4;60421
4;60433
4;60446
4;60451
4;60454
4;60459
4;60460
4;60461
4;60462
4;60499
4;60500
4;60507
4;60508
4;60509
4;60510
4;60513
4;60514
4;60515
4;60516
4;60517
4;60545
4;60546
4;60550
4;60551
4;60590
4;60613
4;60619
4;60623
4;60644
4;60646
4;60711
4;60712
4;60713
4;60721
4;60725
4;60750
4;60780
4;60781
4;60789
4;60792
4;60793
4;60804
4;60805
4;60806
4;60809
4;60810
4;60832
4;60838
4;60839
4;60843
4;60844
4;60845
4;60848
4;60850
4;60853
4;60856
4;60857
4;60858
4;60862
4;60864
4;60865
4;60866
4;60867
4;60870
4;60871
4;60872
4;60875
4;60876
4;60911
4;60912
4;60913
4;60996
4;60998
4;61003
4;61015
4;61017
4;61025
4;61041
4;61042
4;61043
4;61044
4;61045
4;61046
4;61047
4;61048
4;61051
4;61053
4;61057
4;61058
4;61059
4;61060
4;61061
4;61062
4;61066
4;61068
4;61070
4;61071
4;61076
4;61077
4;61078
4;61095
4;61096
4;61097
4;61105
4;61111
4;61154
4;61164
4;61165
4;61169
4;61170
4;61174
4;61175
4;61197
4;61198
4;61201
4;61204
4;61205
4;61206
4;61209
4;61228
4;61231
4;61232
4;61245
4;61248
4;61252
4;61253
4;61258
4;61259
4;61279
4;61282
4;61283
4;61284
4;61286
4;61289
4;61290
4;61292
4;61294
4;61299
4;61305
4;61327
4;61328
4;61385
4;61417
4;61437
4;61438
4;61442
4;61445
4;61446
4;61449
4;61481
4;61483
4;61486
4;61488
4;61517
4;61518
4;61519
4;61520
4;61521
4;61523
4;61525
4;61527
4;61529
4;61534
4;61563
4;61564
4;61567
4;61568
4;61572
4;61573
4;61575
4;61580
4;61583
4;61584
4;61585
4;61586
4;61588
4;61590
4;61594
4;61599
4;61600
4;61602
4;61603
4;61607
4;61608
4;61616
4;61622
4;61623
4;61625
4;61626
4;61636
4;61637
4;61638
4;61641
4;61642
4;61644
4;61672
4;61675
4;61677
4;61680
4;61683
4;61686
4;61691
4;61696
4;61697
4;61703
4;61705
4;61715
4;61755
4;61756
4;61757
4;61759
4;61762
4;61763
4;61767
4;61447
4;61798
4;61799
4;61801
4;61820
4;61826
4;61831
4;61832
4;61834
4;61835
4;61836
4;61839
4;61840
4;61842
4;61843
4;61884
4;61885
4;61891
4;61892
4;61893
4;61894
4;61895
4;61898
4;61909
4;61910
4;61911
4;61912
4;61914
4;61917
4;61932
4;61939
4;61969
4;61970
4;61976
4;61978
4;61983
4;61985
4;61989
4;61994
4;62006
4;62010
4;62011
4;62015
4;62017
4;62018
4;62024
4;62028
4;62030
4;62032
4;62033
4;62034
4;62047
4;62052
4;62059
4;62072
4;62073
4;62074
4;62088
4;62089
4;62090
4;62091
4;62093
4;62094
4;62095
4;62096
4;62097
4;62098
4;62100
4;62108
4;62112
4;62113
4;62114
4;62115
4;62116
4;62118
4;62123
4;62124
4;62128
4;62152
4;62204
4;62205
4;62208
4;62210
4;62211
4;62213
4;62214
4;62215
4;62216
4;62217
4;62226
4;62229
4;62231
4;62273
4;62274
4;62279
4;62280
4;62281
4;62282
4;62283
4;62284
4;62285
4;62286
4;62287
4;62288
4;62289
4;62290
4;62291
4;62292
4;62293
4;62294
4;62296
4;62314
4;62315
4;62317
4;62436
4;62442
4;62444
4;62447
4;62449
4;62451
4;62459
4;62626
4;62627
4;62629
4;62630
4;62634
4;62636
4;62637
4;62638
4;62641
4;62646
4;62647
4;62648
4;62649
4;62666
4;62668
4;62669
4;62670
4;62672
4;62674
4;62680
4;62689
4;62692
4;62698
4;62712
4;62716
4;62717
4;62736
4;62751
4;62756
4;62757
4;62758
4;62764
4;62768
4;62771
4;62776
4;62781
4;62782
4;62802
4;62805
4;62806
4;62807
4;62810
4;62811
4;62812
4;62813
4;62826
4;62828
4;62835
4;62837
4;62858
4;62859
4;62860
4;62879
4;62882
4;62883
4;62891
4;62897
4;62901
4;62902
4;62915
4;62920
4;62923
4;62924
4;62925
4;62926
4;62927
4;62928
4;62930
4;62937
4;62940
4;62954
4;62955
4;62956
4;62977
4;62978
4;62986
4;62988
4;63021
4;63022
4;63025
4;63026
4;63028
4;63029
4;63040
4;63042
4;63051
4;63090
4;63094
4;63095
4;63097
4;63098
4;63099
4;63100
4;63101
4;63114
4;63115
4;63119
4;63120
4;63121
4;63122
4;63123
4;63124
4;63125
4;63126
4;63127
4;63128
4;63157
4;63158
4;63161
4;63162
4;63165
4;63167
4;63169
4;63170
4;63171
4;63174
4;63176
4;63179
4;63187
4;63193
4;63194
4;63195
4;63197
4;63212
4;63214
4;63215
4;63224
4;63229
4;63230
4;63231
4;63232
4;63233
4;63241
4;63243
4;63245
4;63250
4;63255
4;63258
4;63277
4;63278
4;63279
4;63280
4;63285
4;63286
4;63287
4;63290
4;63291
4;63292
4;63293
4;63296
4;63305
4;63306
4;63307
4;63322
4;63324
4;63325
4;63326
4;63327
4;63328
4;63329
4;63331
4;63332
4;63336
4;63341
4;63343
4;63344
4;63345
4;63346
4;63361
4;63376
4;63377
4;63393
4;63395
4;63396
4;63397
4;63398
4;63399
4;63400
4;63401
4;63402
4;63403
4;63404
4;63406
4;63407
4;50620
4;63417
4;63420
4;63422
4;63424
4;63425
4;63426
4;63427
4;63430
4;63433
4;63444
4;63445
4;63446
4;63451
4;63456
4;63461
4;63462
4;63472
4;63473
4;63475
4;63479
4;63483
4;63486
4;63487
4;63520
4;63522
4;63566
4;63568
4;63569
4;63570
4;63571
4;63572
4;63612
4;63628
4;63630
4;63631
4;63632
4;63634
4;63635
4;63636
4;63637
4;63638
4;63639
4;63640
4;63641
4;63642
4;63643
4;63644
4;63645
4;63646
4;63647
4;63648
4;63649
4;63650
4;63660
4;63663
4;63684
4;63685
4;63686
4;63687
4;63688
4;63689
4;63690
4;63691
4;63693
4;63697
4;63702
4;63703
4;63704
4;63705
4;63706
4;63708
4;63710
4;63725
4;63727
4;63728
4;63730
4;63774
4;63775
4;63776
4;63779
