215;4172
670;4172
658;4172
863;4172
325;4172
351;4172
186;4172
97;4172
345;4172
555;4172
134;4172
874;4172
188;4172
150;4172
144;4172
263;4172
365;4172
858;4172
18;4172
567;4172
592;4172
497;4172
704;4172
671;4172
439;4172
232;4172
850;4172
191;4172
478;4172
177;4172
361;4172
308;4172
736;4172
279;4172
300;4172
846;4172
302;4172
89;4172
675;4172
215;5382
670;5382
658;5382
863;5382
325;5382
351;5382
186;5382
97;5382
345;5382
555;5382
134;5382
874;5382
188;5382
150;5382
144;5382
263;5382
365;5382
858;5382
18;5382
567;5382
592;5382
497;5382
704;5382
671;5382
439;5382
232;5382
850;5382
191;5382
478;5382
177;5382
361;5382
308;5382
736;5382
279;5382
300;5382
846;5382
302;5382
89;5382
675;5382
215;4292
670;4292
658;4292
863;4292
325;4292
351;4292
186;4292
97;4292
345;4292
555;4292
134;4292
874;4292
188;4292
150;4292
144;4292
263;4292
365;4292
858;4292
18;4292
567;4292
592;4292
497;4292
704;4292
671;4292
439;4292
232;4292
850;4292
191;4292
478;4292
177;4292
361;4292
308;4292
736;4292
279;4292
300;4292
846;4292
302;4292
89;4292
675;4292
215;5818
670;5818
658;5818
863;5818
325;5818
351;5818
186;5818
97;5818
345;5818
555;5818
134;5818
874;5818
188;5818
150;5818
144;5818
263;5818
365;5818
858;5818
18;5818
567;5818
592;5818
497;5818
704;5818
671;5818
439;5818
232;5818
850;5818
191;5818
478;5818
177;5818
361;5818
308;5818
736;5818
279;5818
300;5818
846;5818
302;5818
89;5818
675;5818
215;15787
670;15787
658;15787
863;15787
325;15787
351;15787
186;15787
97;15787
345;15787
555;15787
134;15787
874;15787
188;15787
150;15787
144;15787
263;15787
365;15787
858;15787
18;15787
567;15787
592;15787
497;15787
704;15787
671;15787
439;15787
232;15787
850;15787
191;15787
478;15787
177;15787
361;15787
308;15787
736;15787
279;15787
300;15787
846;15787
302;15787
89;15787
675;15787
215;16875
670;16875
658;16875
863;16875
325;16875
351;16875
186;16875
97;16875
345;16875
555;16875
134;16875
874;16875
188;16875
150;16875
144;16875
263;16875
365;16875
858;16875
18;16875
567;16875
592;16875
497;16875
704;16875
671;16875
439;16875
232;16875
850;16875
191;16875
478;16875
177;16875
361;16875
308;16875
736;16875
279;16875
300;16875
846;16875
302;16875
89;16875
675;16875
215;15307
670;15307
658;15307
863;15307
325;15307
351;15307
186;15307
97;15307
345;15307
555;15307
134;15307
874;15307
188;15307
150;15307
144;15307
263;15307
365;15307
858;15307
18;15307
567;15307
592;15307
497;15307
704;15307
671;15307
439;15307
232;15307
850;15307
191;15307
478;15307
177;15307
361;15307
308;15307
736;15307
279;15307
300;15307
846;15307
302;15307
89;15307
675;15307
215;9618
670;9618
658;9618
863;9618
325;9618
351;9618
186;9618
97;9618
345;9618
555;9618
134;9618
874;9618
188;9618
150;9618
144;9618
263;9618
365;9618
858;9618
18;9618
567;9618
592;9618
497;9618
704;9618
671;9618
439;9618
232;9618
850;9618
191;9618
478;9618
177;9618
361;9618
308;9618
736;9618
279;9618
300;9618
846;9618
302;9618
89;9618
675;9618
215;19599
670;19599
658;19599
863;19599
325;19599
351;19599
186;19599
97;19599
345;19599
555;19599
134;19599
874;19599
188;19599
150;19599
144;19599
263;19599
365;19599
858;19599
18;19599
567;19599
592;19599
497;19599
704;19599
671;19599
439;19599
232;19599
850;19599
191;19599
478;19599
177;19599
361;19599
308;19599
736;19599
279;19599
300;19599
846;19599
302;19599
89;19599
675;19599
215;19598
670;19598
658;19598
863;19598
325;19598
351;19598
186;19598
97;19598
345;19598
555;19598
134;19598
874;19598
188;19598
150;19598
144;19598
263;19598
365;19598
858;19598
18;19598
567;19598
592;19598
497;19598
704;19598
671;19598
439;19598
232;19598
850;19598
191;19598
478;19598
177;19598
361;19598
308;19598
736;19598
279;19598
300;19598
846;19598
302;19598
89;19598
675;19598
215;5399
670;5399
658;5399
863;5399
325;5399
351;5399
186;5399
97;5399
345;5399
555;5399
134;5399
874;5399
188;5399
150;5399
144;5399
263;5399
365;5399
858;5399
18;5399
567;5399
592;5399
497;5399
704;5399
671;5399
439;5399
232;5399
850;5399
191;5399
478;5399
177;5399
361;5399
308;5399
736;5399
279;5399
300;5399
846;5399
302;5399
89;5399
675;5399
215;5271
670;5271
658;5271
863;5271
325;5271
351;5271
186;5271
97;5271
345;5271
555;5271
134;5271
874;5271
188;5271
150;5271
144;5271
263;5271
365;5271
858;5271
18;5271
567;5271
592;5271
497;5271
704;5271
671;5271
439;5271
232;5271
850;5271
191;5271
478;5271
177;5271
361;5271
308;5271
736;5271
279;5271
300;5271
846;5271
302;5271
89;5271
675;5271
215;122
670;122
658;122
863;122
325;122
351;122
186;122
97;122
345;122
555;122
134;122
874;122
188;122
150;122
144;122
263;122
365;122
858;122
18;122
567;122
592;122
497;122
704;122
671;122
439;122
232;122
850;122
191;122
478;122
177;122
361;122
308;122
736;122
279;122
300;122
846;122
302;122
89;122
675;122
215;123
670;123
658;123
863;123
325;123
351;123
186;123
97;123
345;123
555;123
134;123
874;123
188;123
150;123
144;123
263;123
365;123
858;123
18;123
567;123
592;123
497;123
704;123
671;123
439;123
232;123
850;123
191;123
478;123
177;123
361;123
308;123
736;123
279;123
300;123
846;123
302;123
89;123
675;123
215;23172
670;23172
658;23172
863;23172
325;23172
351;23172
186;23172
97;23172
345;23172
555;23172
134;23172
874;23172
188;23172
150;23172
144;23172
263;23172
365;23172
858;23172
18;23172
567;23172
592;23172
497;23172
704;23172
671;23172
439;23172
232;23172
850;23172
191;23172
478;23172
177;23172
361;23172
308;23172
736;23172
279;23172
300;23172
846;23172
302;23172
89;23172
675;23172
215;1100
670;1100
658;1100
863;1100
325;1100
351;1100
186;1100
97;1100
345;1100
555;1100
134;1100
874;1100
188;1100
150;1100
144;1100
263;1100
365;1100
858;1100
18;1100
567;1100
592;1100
497;1100
704;1100
671;1100
439;1100
232;1100
850;1100
191;1100
