UserId;RoleId
22131;18
22133;18
22134;18
15313;4
15324;4
15327;4
15330;18
15332;4
15376;4
15400;4
15405;18
15406;18
15408;4
15422;158
15422;18
22366;4
22400;132
15471;4
15529;385
22430;18
22436;4
15536;18
15551;18
15564;18
15588;4
15593;4
15596;4
15599;4
15600;4
15601;4
15608;4
22492;18
22495;4
15613;18
15626;18
15702;4
15782;4
15788;4
15818;18
15839;18
15852;4
15872;4
22635;385
22641;4
22648;4
15929;18
15937;18
15953;4
16035;4
16039;4
16040;4
16043;4
16044;4
16051;166
16051;18
16062;18
16079;18
16085;18
16093;18
22754;385
16127;253
16127;18
16153;133
16174;18
22846;4
16198;385
16202;385
16208;385
16210;385
16211;385
16212;385
16213;385
16222;385
16227;385
16231;385
16239;385
16240;385
16252;18
16267;18
16272;4
16280;18
16308;4
16310;4
16340;18
16362;4
16395;18
16414;4
16429;4
16430;4
16457;4
16513;18
16525;18
16528;4
16530;18
16533;18
16541;18
16551;4
16566;18
16573;18
16573;162
16580;18
16601;4
16610;4
16613;4
16639;18
16655;4
16707;18
16718;4
16730;18
16734;4
16747;18
16748;4
16753;18
16755;18
16761;4
16764;4
16773;4
16799;18
16832;4
16849;18
16864;4
16880;202
16880;4
16882;18
16883;4
16887;18
16930;18
16938;18
16939;18
16949;18
16955;18
16978;158
16978;18
16989;18
16998;18
17005;4
17053;4
17070;18
17077;18
17110;4
17114;385
17121;385
17123;385
17131;4
17194;18
17200;18
20864;18
20864;185
474;18
968;18
1162;18
1371;18
1562;18
2230;18
2670;18
2884;18
3639;18
23667;18
23305;385
23607;421
23629;421
1858;452
16533;452
23831;4
23849;4
23865;4
3598;445
3633;432
3905;444
24250;18
24255;18
24260;4
24262;18
23963;385
23967;18
23973;18
23996;18
14889;439
24026;385
16949;270
24307;18
24312;4
24322;4
24330;18
9763;170
24347;4
24348;4
8875;92
24253;385
2662;4
14497;439
24431;4
24436;18
24442;4
16849;439
7350;4
7351;4
7353;4
7354;4
7382;4
7391;4
7395;4
24496;4
24503;4
24518;4
24532;4
13731;4
14025;4
14026;4
8695;435
24599;4
24610;4
3263;435
8456;453
9264;453
9426;435
11282;453
11936;453
11943;92
2417;456
4347;385
7310;450
627;456
24728;385
24768;385
24788;385
24790;18
5488;132
24810;18
24818;18
24821;18
9149;453
24839;18
24840;18
24843;18
24859;18
24860;18
24863;18
24866;18
24872;4
24874;18
24878;18
14055;385
2481;150
23513;439
24890;4
24891;18
15056;439
22595;201
10253;426
14463;426
24986;4
23667;140
25019;4
25032;4
25068;4
25094;385
25112;107
25114;4
25040;385
202;467
380;473
686;467
988;480
1011;480
1029;478
1039;478
1097;478
1144;478
1197;480
1258;473
1261;473
1395;478
1401;480
1806;467
1988;478
2213;474
2444;467
3306;361
3578;472
3865;242
4122;467
4605;474
4616;473
4620;467
4638;473
4737;473
4864;467
4878;455
4882;467
4905;472
4963;472
4983;467
5223;467
5226;473
5525;473
5537;467
5627;473
5671;467
6088;473
6399;455
6492;467
6504;467
6581;473
6827;467
6855;473
6967;473
7002;473
7064;467
7086;472
7324;473
7580;467
7594;473
7649;473
8049;467
8101;467
8171;473
8665;450
10317;467
10359;472
10464;467
10544;467
10567;473
10579;473
10663;467
10926;473
11002;467
11215;473
11479;473
11863;472
12208;473
12255;467
12339;467
12340;473
12379;478
12398;467
12449;467
12471;473
12519;472
12542;467
25019;242
25245;18
25252;18
25253;18
25261;385
25265;18
25415;4
25393;4
25567;4
25360;4
25221;18
25222;18
25327;18
25489;4
25228;18
25231;18
25236;18
25242;18
25148;4
25545;385
25174;385
25460;4
25462;4
25269;18
25275;4
25277;18
25285;4
25303;4
25552;4
25554;4
25561;4
14447;385
25185;4
25344;4
4614;474
25595;18
25612;18
1571;474
1579;474
3502;474
3994;477
4942;474
5657;477
5732;474
7100;477
7915;477
10294;477
10574;477
10959;474
12311;473
12366;477
12371;477
25664;18
25670;18
25674;18
25724;4
1012;482
1170;482
1336;482
1364;482
1482;482
1577;482
1608;483
2723;482
3711;482
4873;482
4927;482
4964;482
5031;482
5644;482
5653;482
5770;482
6689;483
6711;482
7746;482
7997;482
8249;482
9299;482
10357;482
10685;482
11185;482
12123;482
12132;482
12177;482
12219;482
25732;18
25709;385
25760;18
25794;4
25818;385
25834;4
25843;4
25875;4
1394;18
2955;18
10160;385
23093;385
25916;18
25917;385
25932;4
25933;18
25939;4
25950;18
25953;4
25972;18
25973;4
25977;18
25997;4
26006;18
14333;18
11178;447
1061;18
6506;205
9414;385
9949;453
26036;4
26037;4
26064;4
13849;201
1002;18
1117;18
1120;18
1381;18
1404;18
1945;18
2458;18
2718;18
3087;18
3140;18
6393;78
6506;18
9159;18
10154;385
1045;18
1068;18
1114;18
1184;18
1415;18
1629;18
1984;18
2169;18
2429;18
2431;18
2482;18
2888;18
2899;18
2914;18
3332;18
3450;18
3532;18
8545;18
8710;18
9390;18
9762;18
10087;18
26170;4
26180;4
26189;4
26202;4
352;18
486;18
487;18
1570;18
2775;18
2901;18
3044;18
3077;18
3147;18
3499;18
3583;18
3705;18
4294;18
4346;18
4723;18
9275;18
25231;162
26291;18
26295;18
26297;4
26068;385
12689;434
26368;385
11510;173
26170;202
122;18
192;18
425;18
594;18
615;18
697;18
861;18
1044;18
1069;18
1083;18
1176;18
1408;18
1866;18
2344;18
2357;18
3054;18
3064;18
3119;18
3141;18
4413;18
4426;18
8370;18
8449;18
9012;18
9307;18
9960;18
26407;421
26408;421
26411;421
354;18
524;18
657;18
847;18
1591;18
1695;18
2374;18
3704;18
8460;18
8480;18
9270;18
9425;18
9977;18
25649;18
26532;18
10132;4
26539;4
26547;4
26548;4
26550;4
26553;4
26556;4
26558;4
26562;4
26633;4
26663;4
26672;4
26675;18
26676;4
26688;4
26702;4
26727;18
26728;4
26733;18
26737;18
26741;18
14731;452
26634;18
2596;18
7826;385
8119;385
10096;385
26797;4
26801;18
26807;4
1020;18
1345;18
1757;18
1983;18
3978;18
5672;18
7538;18
7690;18
7745;18
7969;18
8033;18
8752;91
8772;18
10192;18
10450;18
10581;18
11708;18
11802;18
12016;18
12194;18
12483;18
21053;18
26743;18
26829;4
979;18
5081;18
5113;18
5750;18
6821;18
7686;18
7716;18
9655;18
9885;18
9956;18
10194;18
10519;18
10541;18
11399;18
26869;18
26875;18
11978;361
26897;4
26898;4
26899;4
26905;4
26921;18
26968;18
10421;4
26978;4
26980;4
26989;4
1888;18
3412;18
27024;18
3703;18
4903;18
5104;18
5540;18
5874;18
8638;18
9235;18
9720;18
27064;4
27078;4
27082;18
2563;18
4811;18
7666;18
27092;18
10587;18
27136;4
27142;4
27143;4
27162;4
1887;18
5024;18
6296;18
6944;18
8069;18
8209;18
9144;18
10428;18
11427;205
5452;18
5601;18
27230;18
27231;4
26550;504
26553;504
26556;504
16866;385
27242;18
27244;18
27245;4
27248;18
27266;385
507;18
5880;4
27187;385
27281;4
27282;4
3177;18
4846;18
5910;18
6488;18
8873;18
10515;18
10516;18
27354;4
9949;439
27383;18
27390;18
27228;385
27439;18
27448;18
27455;18
2230;150
27285;385
27483;18
27494;166
27494;4
27513;4
27516;4
27523;18
27528;4
27545;18
27516;242
27568;4
27578;18
27528;201
11037;204
27440;18
24255;205
27548;18
27590;18
27641;4
27654;4
27665;4
8671;385
8680;385
27649;385
3021;18
4904;18
5131;18
5646;18
5734;18
5767;18
5825;18
5867;18
5975;18
6414;18
6721;18
7135;18
7184;18
7574;18
7922;18
8004;18
8535;18
8673;18
8874;18
8875;18
9162;18
9381;18
9505;18
9743;18
10147;18
10148;18
10334;18
10413;18
10419;18
10493;18
10994;18
11603;18
11605;18
11615;18
27742;4
27516;439
6198;18
6520;18
9502;18
9504;18
27738;385
14486;508
27776;18
27783;385
27815;4
27799;18
27804;385
5346;18
5609;18
6139;18
6453;18
7247;18
8326;18
8358;18
8752;18
8870;18
9137;18
9139;18
9145;18
9267;18
9402;18
9691;18
10106;18
10389;18
10392;18
27840;18
27842;18
27850;18
27852;18
27855;18
27860;18
27863;18
4789;18
5149;18
5153;18
5248;18
6185;18
6363;18
6461;18
6481;18
6491;18
6526;18
6547;18
6552;18
7188;18
7310;18
7312;18
8347;18
8352;18
8456;18
8552;18
8580;18
8665;18
8666;18
8925;18
9146;18
9149;18
9264;18
9265;18
9336;18
9949;18
9955;18
27912;18
27934;4
12236;473
27986;4
27987;18
27996;4
28003;4
28014;4
28025;4
5733;18
7133;18
8465;18
8467;18
8502;18
8633;18
8675;18
8837;18
8838;18
8903;18
8934;18
8936;18
9364;18
9567;18
9574;18
9575;18
9630;18
9634;18
9725;18
9992;18
10094;18
10161;18
11029;18
11041;18
28033;18
4815;18
4856;18
4859;18
4906;18
4918;18
5371;18
5379;18
7093;18
7199;18
7677;18
8618;18
8656;18
9585;18
9767;18
9881;18
10202;18
10312;18
10323;18
10371;18
10446;18
11030;18
11177;18
11493;18
28050;18
28051;4
10962;174
28124;4
28127;4
28133;4
28138;4
28141;4
28142;4
28148;18
28151;4
28154;4
28156;4
28161;4
28164;4
28169;385
3395;18
4843;18
4878;18
5030;18
5216;18
5347;18
5819;18
5840;18
6368;18
6544;18
6748;18
6934;18
6940;18
7556;18
9171;18
9297;18
10230;18
10388;18
10465;18
28186;4
28197;4
28208;4
28213;18
28245;18
15402;18
27847;18
28268;4
28274;18
28279;4
28286;4
28330;4
12502;445
28371;18
28377;4
28382;4
15172;439
6852;361
28442;18
28442;501
28455;4
28460;4
28467;4
28468;4
28499;4
28507;4
28509;18
28148;258
28532;18
28554;18
28600;4
28602;4
28607;4
28561;385
28621;18
28630;4
28632;18
28634;4
28602;402
28659;4
28671;4
4819;18
5038;18
5539;18
6138;18
6203;18
6917;18
7093;439
8572;18
8910;18
9469;18
9875;18
10179;18
11030;439
28726;4
8243;4
28740;4
7559;4
28851;4
28859;4
28860;4
28861;4
28874;4
28876;4
28882;18
28890;18
28891;4
28892;4
28893;4
28895;4
28896;4
28897;4
28898;4
28900;4
28901;4
28903;4
28904;4
28907;4
28910;4
28912;4
28913;4
28914;4
28915;4
28917;18
28918;4
28919;4
28921;4
28924;4
28925;4
28926;4
28927;4
28928;4
28931;4
28932;4
28933;4
28935;4
28938;4
28939;4
28940;4
28942;4
28944;4
28946;4
28948;4
28950;4
28951;4
28952;4
28955;4
28956;4
28958;4
28960;18
28963;18
29042;18
29086;4
25327;439
28884;18
29143;4
29086;404
3389;18
28896;539
28898;539
28904;539
28919;539
28935;539
28938;539
28948;539
28958;539
29161;4
29167;18
29172;18
4796;91
11968;451
9625;4
21551;18
29196;4
29216;4
29239;4
29246;4
29247;18
29250;4
29252;18
4530;18
5838;385
6628;18
8943;18
9107;18
10099;385
10157;385
29315;18
2026;18
3562;18
5748;18
5963;18
8615;18
9983;18
12102;18
24442;201
29334;18
29337;18
29342;18
29344;18
29346;18
29350;18
29354;18
29363;18
29364;18
29365;18
29378;18
29387;18
29388;4
29393;18
29424;18
29433;18
8426;18
8740;18
29334;162
29413;18
29419;18
29477;4
29478;4
29491;18
29497;18
468;18
1298;18
8500;18
8989;18
9303;18
9674;18
10322;18
10566;18
12242;18
29525;18
26532;542
29590;4
9163;261
29612;18
29616;4
29239;539
29621;4
29626;4
29636;4
29642;18
29647;4
29664;4
29666;4
29668;18
27494;439
29734;18
29741;18
29782;18
29809;4
29816;4
29821;4
29825;4
29833;4
29877;4
29882;18
29885;4
29889;4
29893;18
29895;18
29807;385
29839;385
5479;508
5491;508
5497;508
20992;508
29928;18
29947;18
29952;4
29956;4
29958;4
29969;422
29969;4
29984;4
30001;4
30060;4
30062;4
30068;4
30070;4
30079;4
30109;4
30110;18
30114;18
30118;18
30120;18
30122;18
30123;18
30124;18
30127;18
30128;18
30130;18
30134;18
30135;18
30136;18
30138;18
30139;18
74;18
806;18
6733;18
10117;4
10367;4
11119;18
11231;18
11535;18
13541;4
30155;18
30168;4
30178;18
30181;18
30190;4
30197;4
30198;4
21268;4
30215;4
30227;4
30232;4
167;18
261;18
334;18
351;18
501;18
602;18
757;18
1067;18
1216;18
1777;18
4796;18
5469;18
8799;18
8802;18
8946;18
9451;18
10922;18
10945;18
12158;18
30241;4
28903;539
30257;4
30261;18
1214;18
1411;18
1569;18
2022;18
2481;18
2746;18
2784;18
3158;18
3274;18
3276;18
3551;18
3702;18
5757;18
6317;18
6634;18
9118;18
10180;18
30291;4
30300;4
30301;4
30306;4
22181;201
29365;387
29885;242
730;4
1269;4
1270;4
1766;4
1769;4
1885;4
2102;4
2108;4
2112;4
2117;4
2119;4
2195;4
2441;4
2488;4
2706;4
3297;4
3769;4
3785;4
3923;4
4156;4
4177;4
4376;4
4484;4
4487;4
4508;4
4567;4
4589;4
5745;4
5778;4
5783;4
5892;4
5893;4
5929;4
5933;4
5935;4
5938;4
5956;4
5957;4
5960;4
5961;4
6234;4
6265;4
6266;4
6269;4
6686;4
6945;4
7293;4
7299;4
7305;4
7343;4
7347;4
7378;4
7379;4
7414;4
7434;4
7489;4
7925;4
7942;4
7943;4
7947;4
7950;4
7968;4
8042;4
8043;4
9833;4
9837;4
9841;4
9848;4
22145;18
12701;4
12710;4
12712;4
12717;4
12763;4
12827;4
12862;4
12879;4
12890;4
12911;4
12925;4
12954;4
12979;4
13012;4
13029;4
13030;4
13031;4
13044;4
13083;4
13095;4
13299;4
13377;4
13387;4
13412;4
13509;4
13543;4
13552;4
13559;4
13567;4
13568;4
13569;4
13583;4
13593;4
13608;4
13621;4
13837;4
13849;4
13872;4
13940;4
14040;4
14052;4
14279;4
14282;4
14283;4
14284;4
14435;4
30327;4
30330;4
413;18
722;18
725;18
1441;18
2729;18
3144;18
3209;18
3295;18
3304;18
3699;18
4798;18
4860;18
5244;18
6128;18
6603;18
6705;18
6953;18
7923;18
8695;18
8795;18
8816;18
9821;18
10072;18
10107;18
10112;18
10149;18
10957;18
953;18
1477;18
1704;435
2795;18
3706;18
3877;18
4809;18
5639;18
5962;18
7114;18
7643;4
8177;4
8195;4
8816;177
8984;177
9496;435
9501;18
10180;435
10957;435
11205;440
11760;435
30392;4
30396;4
3574;404
30412;4
30418;202
30418;4
30340;385
1520;18
1704;18
2994;18
3002;18
3721;18
4148;18
4777;18
5987;18
6558;18
7228;18
7266;4
7268;4
7719;18
11480;18
30454;4
30465;18
30468;18
12;18
3366;18
5620;18
5678;18
5694;18
8323;18
12239;18
30478;18
30486;18
30488;18
464;150
476;150
2881;18
3417;18
4673;18
4710;18
4814;150
4954;18
5066;18
5493;18
5680;18
5883;18
6616;18
6852;18
6853;18
6978;18
7007;18
7734;18
8336;18
10212;18
10589;18
12128;18
30506;18
30517;4
30525;4
30526;4
30536;4
30539;4
37;18
41;18
198;18
1300;18
3308;18
6212;18
6918;18
10525;18
12093;18
30576;18
30577;385
30578;18
30583;385
30587;385
30590;385
30615;4
30620;4
30639;4
475;150
230;299
953;75
1104;205
1250;18
1337;473
1342;159
1452;205
3175;205
3295;225
3493;233
4169;18
5539;75
6196;18
6317;225
6478;104
6481;217
7486;205
7667;18
7903;18
7909;18
7952;18
8426;217
8498;18
8767;18
9297;436
9674;223
9717;18
10219;18
10276;217
10980;142
11070;110
11302;217
12431;18
25068;422
23615;422
23625;422
23627;422
23513;242
13996;385
21069;422
21076;422
21077;422
21081;422
21093;422
21641;422
14713;501
21585;422
15123;217
30770;4
30777;18
30777;315
59;18
1807;18
4646;79
4946;18
7101;18
7977;18
8854;18
9823;18
10256;18
10841;18
12047;18
30809;4
5872;18
6379;18
7102;18
10914;18
30838;4
6;18
53;18
85;18
1079;18
1483;18
2524;18
3309;18
3558;18
4331;18
4561;18
5299;18
5416;18
5528;18
5608;18
6208;18
10904;18
11263;18
12109;18
12112;18
12161;18
12492;18
12505;18
30879;4
30881;385
30884;18
30889;4
30895;18
3503;18
5619;18
5634;18
5650;18
6400;18
6407;18
6412;18
6420;18
7041;18
7058;18
8286;18
30921;4
5621;18
5641;18
5649;18
5690;18
6032;18
6047;18
30931;18
190;18
1554;18
3804;18
4053;18
5583;18
6022;18
6115;18
6144;18
6478;18
6981;18
7148;18
12174;18
30943;18
30946;18
30948;18
30949;18
30950;18
30951;18
30952;18
109;18
1309;18
1458;18
2052;18
7486;18
12012;18
12030;18
12134;18
12164;18
12278;18
12504;18
30963;18
3514;421
30114;162
30914;385
30969;4
30971;4
30973;4
30982;4
31002;4
31007;4
31032;4
58;18
105;18
1240;18
1842;18
1852;18
1868;18
3251;18
4358;18
4812;18
5342;18
5553;18
6101;18
6834;18
6878;18
8483;18
8709;18
10900;18
12552;18
31043;4
31044;4
31067;4
31074;4
219;18
1056;18
4133;18
4236;18
4751;18
4839;18
5019;18
5751;18
5996;18
6038;18
6344;18
6384;18
6496;18
6579;18
7446;18
8564;18
8791;18
9847;18
10314;18
12113;18
12291;18
12387;18
12490;18
12498;18
94;18
96;18
157;18
178;18
188;18
704;18
711;18
724;18
728;18
740;18
1590;18
3753;18
3758;18
3811;18
4740;18
5111;18
5879;18
5921;18
6322;18
6820;18
7018;18
7239;18
9228;18
31106;4
2;18
93;18
134;18
173;18
384;18
770;18
773;18
1709;18
1733;18
2211;18
2449;18
3112;18
3359;18
4157;18
4563;18
4706;18
4707;18
4755;18
4808;18
4832;18
4908;18
5025;18
5115;18
5547;18
5668;18
5702;18
5873;18
5995;18
8795;87
10944;18
12087;18
12111;18
12156;18
31113;4
20;18
36;18
75;18
80;18
86;18
99;18
155;18
286;18
452;18
3272;18
4417;18
4429;18
4433;18
4435;18
4477;18
4968;18
7914;18
7919;18
7962;18
8244;18
8540;18
8858;18
9185;18
9289;18
9379;18
